CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
172973895,40,BRONX,01/01/2015,00:01:00,12/31/2016,00:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BRONX,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,01/07/2020,,25-44,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1004926,234532,40.81039601900005,-73.92531074499993,"(40.81039601900005, -73.92531074499993)"
954680514,122,STATEN ISLAND,01/01/2015,00:00:00,05/05/2017,00:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO STATEN ISLAND,168,SODOMY 1,DOCTOR/DENTIST OFFICE,02/13/2020,,45-64,BLACK HISPANIC,M,,<18,WHITE,F,954943,148360,40.573849649000074,-74.10549615599997,"(40.573849649000074, -74.10549615599997)"
857809698,44,BRONX,01/01/2015,01:11:00,02/22/2020,17:15:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,02/22/2020,,,,,,45-64,WHITE HISPANIC,F,1006536,241720,40.830121132000045,-73.91947085699996,"(40.830121132000045, -73.91947085699996)"
457817423,14,MANHATTAN,01/04/2015,17:00:00,02/18/2020,16:27:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO MAN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,02/18/2020,,,,,,45-64,UNKNOWN,M,985821,211959,40.74846314200005,-73.99433158899996,"(40.74846314200005, -73.99433158899996)"
111333425,113,QUEENS,01/24/2015,15:00:00,01/24/2020,13:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO QUEENS SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,02/13/2020,,,,,,25-44,BLACK,F,1048773,194414,40.70007128000003,-73.76730177499996,"(40.70007128000003, -73.76730177499996)"
602478990,77,BROOKLYN,01/30/2015,00:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,01/30/2020,,UNKNOWN,UNKNOWN,M,,<18,UNKNOWN,F,1003606,185050,40.67458330800008,-73.93022154099998,"(40.67458330800008, -73.93022154099998)"
570931680,68,BROOKLYN,02/04/2015,07:00:00,05/30/2018,17:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,02/01/2020,,,,,,25-44,WHITE,M,976004,166301,40.62313867800003,-74.02970600399993,"(40.62313867800003, -74.02970600399993)"
720125000,24,MANHATTAN,02/09/2015,00:01:00,08/21/2018,00:01:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,03/21/2020,,UNKNOWN,UNKNOWN,U,,65+,WHITE HISPANIC,M,991223,228937,40.79506071600008,-73.97481774599999,"(40.79506071600008, -73.97481774599999)"
793323896,23,MANHATTAN,02/15/2015,16:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO MAN NORTH,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,02/15/2020,,25-44,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,998730,226827,40.78926022400003,-73.94771000099996,"(40.78926022400003, -73.94771000099996)"
615925084,110,QUEENS,02/23/2015,00:01:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,03/13/2020,,,,,,18-24,WHITE HISPANIC,F,1024007,209834,40.742541328000065,-73.85652809199998,"(40.742541328000065, -73.85652809199998)"
874584576,19,MANHATTAN,03/01/2015,09:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,01/04/2020,,,,,,25-44,WHITE,M,995476,216536,40.761018860000036,-73.95947832099995,"(40.761018860000036, -73.95947832099995)"
857835205,114,QUEENS,03/01/2015,12:00:00,02/24/2020,16:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO QUEENS NORTH,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,02/24/2020,,45-64,WHITE,F,,UNKNOWN,UNKNOWN,D,1009044,222000,40.77598847900003,-73.91048100999996,"(40.77598847900003, -73.91048100999996)"
428046174,71,BROOKLYN,03/05/2015,10:40:00,03/05/2020,10:49:00,COMPLETED,,,0,N.Y. POLICE DEPT,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO BKLYN SOUTH,759,"PUBLIC ADMINISTATION,UNCLASS M",CANDY STORE,03/05/2020,,18-24,BLACK,M,,UNKNOWN,UNKNOWN,E,996363,178082,40.65547056500003,-73.95634563799997,"(40.65547056500003, -73.95634563799997)"
512003955,68,BROOKLYN,03/21/2015,09:00:00,12/31/2017,09:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,113,FELONY,INSIDE,FORGERY,,PATROL BORO BKLYN SOUTH,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMMERCIAL BUILDING,03/03/2020,,UNKNOWN,ASIAN / PACIFIC ISLANDER,F,,25-44,ASIAN / PACIFIC ISLANDER,F,975830,164418,40.61797007100006,-74.03033045599993,"(40.61797007100006, -74.03033045599993)"
334876667,83,BROOKLYN,03/22/2015,00:01:00,02/15/2019,13:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",HOMELESS SHELTER,03/02/2020,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,1003920,192322,40.69454259200006,-73.92906831899995,"(40.69454259200006, -73.92906831899995)"
658828682,1,MANHATTAN,03/23/2015,08:00:00,10/30/2015,08:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO MAN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,02/24/2020,,UNKNOWN,UNKNOWN,U,,25-44,ASIAN / PACIFIC ISLANDER,F,982109,203369,40.72488559100003,-74.00772574599996,"(40.72488559100003, -74.00772574599996)"
378856394,120,STATEN ISLAND,03/25/2015,08:00:00,03/25/2020,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO STATEN ISLAND,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,03/25/2020,,<18,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,962748,174174,40.64472613100002,-74.07748315899995,"(40.64472613100002, -74.07748315899995)"
966322603,107,QUEENS,04/09/2015,00:01:00,04/09/2015,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,PATROL BORO QUEENS SOUTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,02/27/2020,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,1042831,201172,40.71866166700005,-73.78867247999993,"(40.71866166700005, -73.78867247999993)"
173294208,32,MANHATTAN,04/17/2015,00:00:00,10/09/2019,00:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO MAN NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,01/17/2020,,,,,,18-24,BLACK,F,1001096,239553,40.82418538600007,-73.93913376299997,"(40.82418538600007, -73.93913376299997)"
714094483,114,MANHATTAN,05/11/2015,00:01:00,12/19/2019,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,01/07/2020,,,,,,45-64,BLACK,F,998827,217955,40.76490876100007,-73.94737895099996,"(40.76490876100007, -73.94737895099996)"
721132645,67,BROOKLYN,05/27/2015,12:00:00,07/26/2015,21:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO BKLYN SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,02/24/2020,,,,,,18-24,BLACK,F,1001717,176298,40.650564933000055,-73.93705420299993,"(40.650564933000055, -73.93705420299993)"
121753355,43,BRONX,06/06/2015,01:03:00,,,ATTEMPTED,MONROE,911,2,N.Y. HOUSING POLICE,126,FELONY,FRONT OF,MISCELLANEOUS PENAL LAW,,PATROL BORO BRONX,117,RECKLESS ENDANGERMENT 1,RESIDENCE - PUBLIC HOUSING,01/29/2020,,18-24,BLACK,M,,UNKNOWN,UNKNOWN,E,1021013,239113,40.822917274000076,-73.86717247799999,"(40.822917274000076, -73.86717247799999)"
587508341,40,BRONX,07/01/2015,00:00:00,09/01/2015,00:00:00,COMPLETED,,811,2,N.Y. HOUSING POLICE,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - PUBLIC HOUSING,03/03/2020,,45-64,UNKNOWN,M,,<18,BLACK,F,1004926,234532,40.81039601900005,-73.92531074499993,"(40.81039601900005, -73.92531074499993)"
549466080,41,BRONX,07/23/2015,00:00:00,07/23/2015,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BRONX,164,SODOMY 3,RESIDENCE - APT. HOUSE,01/25/2020,,45-64,UNKNOWN,M,,18-24,BLACK,M,1013232,236725,40.816391847000034,-73.89529641399997,"(40.816391847000034, -73.89529641399997)"
904174327,121,STATEN ISLAND,08/01/2015,16:00:00,01/03/2020,16:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO STATEN ISLAND,301,"LARCENY,PETIT BY ACQUIRING LOS",RESIDENCE-HOUSE,03/12/2020,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,932760,155282,40.592748045000064,-74.18539957099993,"(40.592748045000064, -74.18539957099993)"
879645250,9,MANHATTAN,08/31/2015,00:00:00,08/30/2017,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO MAN SOUTH,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,01/03/2020,,UNKNOWN,UNKNOWN,M,,<18,BLACK HISPANIC,F,987624,203977,40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)"
469242889,75,BROOKLYN,09/01/2015,12:00:00,09/30/2015,15:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,01/29/2020,,UNKNOWN,UNKNOWN,M,,25-44,BLACK,F,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
297178485,19,MANHATTAN,09/01/2015,10:00:00,10/15/2019,10:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,01/24/2020,,UNKNOWN,WHITE,M,,45-64,WHITE,F,998200,224473,40.782799975000046,-73.94962887099996,"(40.782799975000046, -73.94962887099996)"
839930463,75,BROOKLYN,09/05/2015,08:00:00,01/31/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,180,COURSE OF SEXUAL CONDUCT AGAIN,RESIDENCE - APT. HOUSE,02/11/2020,,25-44,UNKNOWN,M,,<18,WHITE HISPANIC,F,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
215515385,67,BROOKLYN,09/14/2015,16:00:00,09/21/2016,21:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE - APT. HOUSE,02/03/2020,,,,,,65+,BLACK,F,1000909,170012,40.63331276900004,-73.93998157799997,"(40.63331276900004, -73.93998157799997)"
318582322,94,BROOKLYN,09/20/2015,00:01:00,10/20/2015,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO BKLYN NORTH,157,RAPE 1,RESIDENCE - APT. HOUSE,01/14/2020,,45-64,WHITE,M,,18-24,ASIAN / PACIFIC ISLANDER,F,997313,204100,40.72688262400004,-73.95287134799997,"(40.72688262400004, -73.95287134799997)"
490688699,111,QUEENS,10/01/2015,12:00:00,01/23/2020,18:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,01/23/2020,,,,,,25-44,WHITE,M,1053788,211901,40.748030681000046,-73.74903478699997,"(40.748030681000046, -73.74903478699997)"
103720654,25,MANHATTAN,11/21/2015,22:30:00,11/21/2015,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO MAN NORTH,168,SODOMY 1,RESIDENCE - APT. HOUSE,02/23/2020,,UNKNOWN,BLACK,M,,25-44,WHITE HISPANIC,F,1000555,230994,40.800694331000045,-73.94110928599997,"(40.800694331000045, -73.94110928599997)"
386725930,70,BROOKLYN,12/01/2015,00:01:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BKLYN SOUTH,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,03/12/2020,,,,,,<18,WHITE HISPANIC,F,991547,168934,40.63036654500007,-73.97371261299998,"(40.63036654500007, -73.97371261299998)"
194386169,76,BROOKLYN,12/28/2015,19:00:00,12/29/2015,06:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BKLYN SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,01/02/2020,,45-64,WHITE,M,,25-44,WHITE,F,984160,188429,40.68387905700007,-74.00032594799995,"(40.68387905700007, -74.00032594799995)"
217899242,112,QUEENS,01/01/2016,09:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO QUEENS NORTH,177,SEXUAL ABUSE,RESIDENCE-HOUSE,01/02/2020,,18-24,UNKNOWN,M,,<18,WHITE HISPANIC,F,1025420,202485,40.72236368700004,-73.85147389399998,"(40.72236368700004, -73.85147389399998)"
339708486,115,QUEENS,01/01/2016,13:00:00,12/01/2019,15:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,01/02/2020,,UNKNOWN,UNKNOWN,U,,45-64,ASIAN / PACIFIC ISLANDER,M,1020535,214241,40.754652349000025,-73.86903389999998,"(40.754652349000025, -73.86903389999998)"
958085293,49,BRONX,01/01/2016,08:00:00,12/31/2019,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BRONX,180,COURSE OF SEXUAL CONDUCT AGAIN,RESIDENCE-HOUSE,02/20/2020,,<18,UNKNOWN,M,,<18,WHITE HISPANIC,M,1027295,251236,40.85616295700004,-73.84439712399995,"(40.85616295700004, -73.84439712399995)"
779694042,48,BRONX,01/01/2016,00:01:00,01/01/2018,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,03/02/2020,,45-64,UNKNOWN,M,,<18,WHITE HISPANIC,F,1011779,246746,40.84390125500005,-73.900504632,"(40.84390125500005, -73.900504632)"
987947861,104,QUEENS,01/01/2016,00:01:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO QUEENS NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,02/28/2020,,18-24,UNKNOWN,M,,<18,WHITE HISPANIC,M,1013764,195875,40.70426739000004,-73.89355375999997,"(40.70426739000004, -73.89355375999997)"
939675075,18,MANHATTAN,01/01/2016,00:01:00,05/31/2019,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO MAN SOUTH,157,RAPE 1,COMMERCIAL BUILDING,03/12/2020,,45-64,WHITE,M,,45-64,BLACK,F,988353,217918,40.764818269000045,-73.98518977299993,"(40.764818269000045, -73.98518977299993)"
944247360,52,BRONX,01/03/2016,08:00:00,01/03/2016,20:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BRONX,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,01/03/2020,,UNKNOWN,BLACK,M,,18-24,BLACK HISPANIC,F,1017542,255919,40.86905853200005,-73.87963014799993,"(40.86905853200005, -73.87963014799993)"
544821379,70,BROOKLYN,01/07/2016,20:00:00,02/04/2019,15:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN SOUTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,02/04/2020,,UNKNOWN,WHITE HISPANIC,F,,25-44,WHITE HISPANIC,F,999310,169881,40.63295606400004,-73.94574282499997,"(40.63295606400004, -73.94574282499997)"
542204620,110,QUEENS,01/11/2016,12:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO QUEENS NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,01/11/2020,,,,,,UNKNOWN,WHITE HISPANIC,F,1020255,210816,40.74525274100006,-73.87006286999997,"(40.74525274100006, -73.87006286999997)"
690820784,71,BROOKLYN,01/11/2016,00:00:00,11/10/2019,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,01/29/2020,,,,,,25-44,BLACK HISPANIC,M,1000630,178896,40.65769795200004,-73.94096520299998,"(40.65769795200004, -73.94096520299998)"
560656019,90,BROOKLYN,01/12/2016,10:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO BKLYN NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,02/21/2020,,UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,993322,199266,40.713619451000056,-73.96727702199998,"(40.713619451000056, -73.96727702199998)"
804261939,52,BRONX,01/16/2016,17:14:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,PATROL BORO BRONX,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,01/16/2020,,18-24,WHITE HISPANIC,F,,<18,WHITE HISPANIC,F,1017542,255919,40.86905853200005,-73.87963014799993,"(40.86905853200005, -73.87963014799993)"
339221533,67,BROOKLYN,01/20/2016,11:00:00,03/23/2020,11:20:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,313,"LARCENY,PETIT BY FALSE PROMISE",OTHER,03/23/2020,,45-64,UNKNOWN,M,,25-44,BLACK,M,997741,177573,40.65407147900004,-73.95138028299993,"(40.65407147900004, -73.95138028299993)"
562697319,18,MANHATTAN,02/09/2016,00:01:00,12/15/2019,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO MAN SOUTH,301,"LARCENY,PETIT BY ACQUIRING LOS",STREET,03/11/2020,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,989419,215672,40.75865301700002,-73.98134327899999,"(40.75865301700002, -73.98134327899999)"
982309667,112,QUEENS,02/16/2016,11:35:00,02/16/2020,11:50:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO QUEENS NORTH,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,02/16/2020,,65+,WHITE,M,,UNKNOWN,UNKNOWN,D,1021974,206302,40.73285577700005,-73.86388448799994,"(40.73285577700005, -73.86388448799994)"
848228514,43,BRONX,02/26/2016,00:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,02/26/2020,,,,,,<18,UNKNOWN,F,1020316,239179,40.82310129900002,-73.86969046099993,"(40.82310129900002, -73.86969046099993)"
377330680,47,BRONX,03/01/2016,23:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,02/19/2020,,25-44,UNKNOWN,M,,<18,BLACK,F,1026387,262634,40.88745131300004,-73.84760778699997,"(40.88745131300004, -73.84760778699997)"
885793834,13,MANHATTAN,03/01/2016,00:00:00,07/01/2016,00:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO MAN SOUTH,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,03/18/2020,,,,,,<18,WHITE HISPANIC,F,988874,207673,40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)"
833954372,42,BRONX,03/10/2016,12:00:00,07/01/2017,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BRONX,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE - APT. HOUSE,03/11/2020,,,,,,18-24,BLACK,M,1010131,240105,40.82567861800004,-73.90648654099994,"(40.82567861800004, -73.90648654099994)"
993092390,81,BROOKLYN,03/15/2016,18:00:00,03/16/2020,08:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,03/16/2020,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,F,1003273,186942,40.679777141000045,-73.93141669199997,"(40.679777141000045, -73.93141669199997)"
915454385,44,BRONX,03/24/2016,00:00:00,,,COMPLETED,,36502,2,N.Y. HOUSING POLICE,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BRONX,177,SEXUAL ABUSE,RESIDENCE - PUBLIC HOUSING,02/20/2020,,UNKNOWN,UNKNOWN,M,,<18,WHITE HISPANIC,M,1006434,244344,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)"
161586290,61,BROOKLYN,04/01/2016,00:01:00,06/30/2019,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BKLYN SOUTH,166,SODOMY 2,RESIDENCE-HOUSE,02/16/2020,,45-64,WHITE,M,,<18,WHITE,F,995244,155739,40.59414516900005,-73.96041495199995,"(40.59414516900005, -73.96041495199995)"
487346031,19,MANHATTAN,04/01/2016,09:00:00,02/12/2020,09:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO MAN NORTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,02/14/2020,,,,,,65+,UNKNOWN,F,995040,223179,40.77925270900005,-73.96104150999997,"(40.77925270900005, -73.96104150999997)"
573213040,76,BROOKLYN,04/01/2016,00:00:00,12/24/2018,00:00:00,COMPLETED,GOWANUS,245,2,N.Y. HOUSING POLICE,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BKLYN SOUTH,168,SODOMY 1,RESIDENCE - PUBLIC HOUSING,03/11/2020,,<18,UNKNOWN,M,,<18,UNKNOWN,F,984160,188429,40.68387905700007,-74.00032594799995,"(40.68387905700007, -74.00032594799995)"
222708217,75,BROOKLYN,04/18/2016,00:01:00,04/18/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO BKLYN NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,01/18/2020,,UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1020615,180772,40.66278763500002,-73.86892590399998,"(40.66278763500002, -73.86892590399998)"
943628380,75,BROOKLYN,04/28/2016,01:20:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO BKLYN NORTH,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,03/18/2020,,UNKNOWN,UNKNOWN,U,,25-44,UNKNOWN,F,1021290,184416,40.672786795000036,-73.86647288899997,"(40.672786795000036, -73.86647288899997)"
