Complaint ID,Borough,Complaint Date,Latitude,Longitude,Neighborhood
148614288,STATEN ISLAND,09/01/2019,40.50576911100006,-74.24074155899994,Tottenville
358767379,QUEENS,09/01/2019,40.707055469000075,-73.76940182699997,Hollis
625594193,QUEENS,09/01/2019,40.712214862000046,-73.88637733599995,Middle Village
472004011,BROOKLYN,09/01/2019,40.64468481000005,-73.89469381799995,Canarsie
394195394,QUEENS,09/01/2019,40.71223755000005,-73.88435370399995,Middle Village
744902797,QUEENS,09/01/2019,40.700524794000046,-73.89798489199995,Ridgewood
573031945,QUEENS,09/01/2019,40.712169653000046,-73.88507524499995,Middle Village
845155418,QUEENS,09/01/2019,40.71284063900004,-73.87829264399994,Middle Village
811525047,QUEENS,09/01/2019,40.71273469900007,-73.87934251699994,Middle Village
580087817,BROOKLYN,09/01/2019,40.697517533000045,-73.92415334699997,Bushwick
482962276,BROOKLYN,09/01/2019,40.721224336000034,-73.94376976299998,Greenpoint
646098164,BROOKLYN,09/01/2019,40.67608837500006,-73.96131086999998,Crown Heights
141231170,MANHATTAN,09/01/2019,40.866548411000046,-73.92280361099995,Inwood
609529873,MANHATTAN,09/01/2019,40.85148777400008,-73.93545796699993,Washington Heights
332054809,BRONX,09/01/2019,40.861102072000044,-73.90021498999994,Fordham
810150279,QUEENS,09/01/2019,40.59609273800004,-73.79450848299997,Arverne
575618767,QUEENS,09/01/2019,40.73850264600002,-73.92058115199995,Sunnyside
962373556,BROOKLYN,09/01/2019,40.62246898600006,-73.927253722,Flatlands
532523935,BROOKLYN,09/01/2019,40.662767503000055,-73.90752952599996,Brownsville
895013337,BRONX,09/01/2019,40.83732351100008,-73.91983075699994,Concourse
557816613,BROOKLYN,09/01/2019,40.67190533600007,-73.86150344399994,East New York
974136523,MANHATTAN,09/01/2019,40.82673226100008,-73.95010148099993,Hamilton Heights
766116321,BRONX,09/01/2019,40.88745131300004,-73.84760778699997,Williamsbridge
505381280,BROOKLYN,09/02/2019,40.67828631700007,-73.91079962899995,Ocean Hill
399113019,BROOKLYN,09/02/2019,40.64886713300007,-73.95082189999994,Flatbush
100352314,BROOKLYN,09/02/2019,40.65942109600008,-73.91393533099993,Brownsville
415818881,MANHATTAN,09/03/2019,40.75670745900004,-73.98449493899994,Midtown
636852251,MANHATTAN,09/03/2019,40.75133388600005,-73.99037923699996,Garment District
250331028,BROOKLYN,09/03/2019,40.64944812400006,-73.96307772599994,Flatbush
569610390,BROOKLYN,09/03/2019,40.67828631700007,-73.91079962899995,Ocean Hill
722693460,BROOKLYN,09/03/2019,40.609900125000024,-73.92237286099999,Mill Basin
750428293,BROOKLYN,09/03/2019,40.654261404000074,-73.91460511999998,East Flatbush
463567903,BROOKLYN,09/03/2019,40.589233099000076,-73.99313174099996,Bath Beach
103760295,QUEENS,09/04/2019,40.76027821600008,-73.83048544799993,Flushing
854611527,BROOKLYN,09/04/2019,40.660161432000045,-73.93842199199997,Wingate
934507988,BROOKLYN,09/04/2019,40.64944812400006,-73.96307772599994,Flatbush
943084937,BROOKLYN,09/04/2019,40.67902681700008,-73.89099461099994,East New York
334469690,BROOKLYN,09/04/2019,40.64121546400003,-73.95994022299993,Flatbush
892198428,BROOKLYN,09/04/2019,40.67797388800005,-73.89212477999997,East New York
156050814,QUEENS,09/04/2019,40.67889242800004,-73.75923485099996,Rochdale
258519066,QUEENS,09/04/2019,40.722922811000046,-73.77910937499998,Jamaica Estates
268526358,MANHATTAN,09/04/2019,40.74463975500004,-74.00454140599999,Chelsea
539567947,MANHATTAN,09/05/2019,40.734226128000046,-74.00540668899998,West Village
401299175,BROOKLYN,09/05/2019,40.611188579000036,-74.00913883799996,New Utrecht
122802544,BRONX,09/05/2019,40.791151867000046,-73.884371919,Rikers Island
740473462,QUEENS,09/05/2019,40.74101623000007,-73.85732167599997,Corona
200283447,BROOKLYN,09/05/2019,40.68863620400003,-73.90651646899995,Bushwick
979133875,MANHATTAN,09/05/2019,40.722511177000065,-73.98974123199997,Lower East Side
271454607,MANHATTAN,09/06/2019,40.75185797800003,-73.98867198099998,Garment District
563700877,BROOKLYN,09/06/2019,40.68414472000006,-73.94262199799994,Bedford Stuyvesant
740749920,BRONX,09/06/2019,40.83732351100008,-73.91983075699994,Concourse
134673216,MANHATTAN,09/06/2019,40.80874990400008,-73.95258580599993,Harlem
573839240,QUEENS,09/06/2019,40.75656758500002,-73.87593153399997,East Elmhurst
507135950,BROOKLYN,09/06/2019,40.68015778400007,-73.94512395699995,Bedford Stuyvesant
372339078,BROOKLYN,09/06/2019,40.69126738700004,-73.94259062799993,Bedford Stuyvesant
173368534,BROOKLYN,09/07/2019,40.67110691100004,-73.88143295699997,East New York
694679002,MANHATTAN,09/07/2019,40.82242099300004,-73.95170530999997,Hamilton Heights
103313023,MANHATTAN,09/07/2019,40.77284933300007,-73.95387139399995,Upper East Side
348821147,BROOKLYN,09/07/2019,40.64007188400007,-73.95520268299998,Flatbush
728849499,MANHATTAN,09/07/2019,40.78363602400003,-73.95355698799993,Carnegie Hill
122519453,BROOKLYN,09/07/2019,40.67516100200004,-73.89565512999997,East New York
330813916,BROOKLYN,09/08/2019,40.62070735400005,-73.91227421699995,Georgetown
821777141,QUEENS,09/08/2019,40.680048726000045,-73.77590919399995,Rochdale
634415646,BROOKLYN,09/08/2019,40.70204886400006,-73.98858306599993,DUMBO
110916477,QUEENS,09/09/2019,40.74851264900008,-73.74727173399998,Oakland Gardens
242510442,MANHATTAN,09/09/2019,40.76784875200008,-73.98762954499993,Columbus Circle
870622504,BRONX,09/09/2019,40.82065337100005,-73.89122147799998,Longwood
282040491,MANHATTAN,09/09/2019,40.72218356800005,-73.98178640599998,East Village
493377646,BROOKLYN,09/09/2019,40.691595465000034,-73.95878849099995,Bedford Stuyvesant
551394359,BRONX,09/09/2019,40.86135789900004,-73.89773096099998,Fordham
213224290,MANHATTAN,09/09/2019,40.78401458900004,-73.982480862,Upper West Side
238830087,BROOKLYN,09/09/2019,40.64832567800004,-73.91629562599995,East Flatbush
837620577,BROOKLYN,09/10/2019,40.67141166300007,-73.88151172399995,East New York
357075218,BRONX,09/10/2019,40.83059938100007,-73.85546012599998,Unionport
863232888,BRONX,09/10/2019,40.83535328100004,-73.88475043899997,South Bronx
730300661,BROOKLYN,09/10/2019,40.67110691100004,-73.88143295699997,East New York
356306158,QUEENS,09/10/2019,40.71922294400008,-73.73373920099993,Queens Village
946944165,MANHATTAN,09/10/2019,40.79781767700007,-73.93564002399995,East Harlem
101209945,BROOKLYN,09/10/2019,40.70762657200004,-73.93310851499997,Williamsburg
261299351,BROOKLYN,09/11/2019,40.66128065400005,-73.93238005099995,Wingate
975028113,BROOKLYN,09/11/2019,40.648099672000065,-73.93147447799998,East Flatbush
289568662,QUEENS,09/11/2019,40.75511287500007,-73.86613100399995,Corona
358953243,BROOKLYN,09/11/2019,40.67459999000005,-73.93057482199998,Crown Heights
126546949,MANHATTAN,09/11/2019,40.742249162000064,-73.99885747799993,Chelsea
412074672,STATEN ISLAND,09/11/2019,40.51158633800003,-74.24930372699998,Tottenville
155140070,BROOKLYN,09/11/2019,40.711668789000036,-73.96122529099993,Williamsburg
268339254,BROOKLYN,09/12/2019,40.65912038600004,-73.93699206699995,Wingate
539179771,QUEENS,09/12/2019,40.678915549000074,-73.82344556599996,South Ozone Park
347444731,MANHATTAN,09/12/2019,40.72286281600003,-73.97419203299995,East Village
556516233,BROOKLYN,09/12/2019,40.695061416000044,-73.90957993199999,Bushwick
143235663,QUEENS,09/12/2019,40.68218640100008,-73.83969048299997,Ozone Park
514974609,BROOKLYN,09/12/2019,40.67110691100004,-73.88143295699997,East New York
696814997,STATEN ISLAND,09/12/2019,40.534709507000045,-74.20601797199998,Prince's Bay
563536070,QUEENS,09/12/2019,40.76544897000008,-73.87285009999994,East Elmhurst
857674700,BROOKLYN,09/12/2019,40.66855440200004,-73.98848065399994,Park Slope
657745431,BROOKLYN,09/13/2019,40.698317848000045,-73.98176046799993,Fort Greene
486158081,BRONX,09/13/2019,40.85556779000007,-73.86666264199994,Morris Park
493228079,MANHATTAN,09/13/2019,40.717186266000056,-73.98891235199994,Lower East Side
775615251,QUEENS,09/13/2019,40.727286718000066,-73.89545805899995,Maspeth
556851348,BROOKLYN,09/13/2019,40.61810510600003,-73.94814304099998,Midwood
947122058,BROOKLYN,09/13/2019,40.66479619800003,-73.93150058099997,Crown Heights
740711504,MANHATTAN,09/13/2019,40.825289791000046,-73.93596393799999,Harlem
257985497,QUEENS,09/13/2019,40.74568044800003,-73.82601503299998,Flushing
992139178,BROOKLYN,09/14/2019,40.67318432400003,-73.86373589299996,East New York
123634717,BROOKLYN,09/14/2019,40.67458330800008,-73.93022154099998,Crown Heights
394747597,QUEENS,09/14/2019,40.594067077000034,-73.76313784399997,Far Rockaway
804346142,BRONX,09/15/2019,40.81133729000004,-73.91703347999999,Mott Haven
864148664,MANHATTAN,09/15/2019,40.712715081000056,-73.98923052499998,Lower East Side
840878844,QUEENS,09/15/2019,40.67112360200008,-73.75098963699999,Laurelton
165899115,BRONX,09/15/2019,40.84449766400007,-73.84623516999993,Westchester Heights
918718370,QUEENS,09/15/2019,40.75600770400007,-73.88118438299993,East Elmhurst
196228605,STATEN ISLAND,09/15/2019,40.51158633800003,-74.24930372699998,Tottenville
151949000,BROOKLYN,09/15/2019,40.64875294800004,-73.95345627599994,Flatbush
680407557,QUEENS,09/15/2019,40.674447204000046,-73.81481602199995,South Ozone Park
454376387,BROOKLYN,09/15/2019,40.68488088200007,-74.002006178,Columbia Street Waterfront District
604726794,QUEENS,09/15/2019,40.77174925200006,-73.90207461499993,Astoria
104154907,MANHATTAN,09/16/2019,40.85091567800004,-73.93828516799994,Washington Heights
798624325,QUEENS,09/16/2019,40.678003714000056,-73.83036649399995,Ozone Park
241180651,MANHATTAN,09/16/2019,40.80802107700004,-73.94912573499995,Harlem
302868148,BROOKLYN,09/16/2019,40.65911216800004,-73.98668016399995,Greenwood
370078411,BRONX,09/16/2019,40.791151867000046,-73.884371919,Rikers Island
630502138,MANHATTAN,09/16/2019,40.76534298400002,-73.98945666599997,Columbus Circle
421329518,MANHATTAN,09/16/2019,40.71148309900008,-73.99552506699997,Lower East Side
252449886,QUEENS,09/16/2019,40.70328196500003,-73.83718724199997,Kew Gardens
146740622,QUEENS,09/16/2019,40.70609330000008,-73.76865494199996,Hollis
163912967,BROOKLYN,09/17/2019,40.64341191200003,-73.92754078099993,East Flatbush
709584217,BROOKLYN,09/17/2019,40.68019487500004,-73.90850044599993,Ocean Hill
965705644,BRONX,09/17/2019,40.83661283300006,-73.86431548099996,Parkchester
964576061,QUEENS,09/17/2019,40.69843969400005,-73.83112953899997,Richmond Hill
380713881,QUEENS,09/17/2019,40.774518572000034,-73.91581206899998,Astoria
477522805,QUEENS,09/18/2019,40.72985448600008,-73.82805161799999,Kew Gardens Hills
807978521,BRONX,09/18/2019,40.841135071000046,-73.91482424199995,Concourse
161425555,BROOKLYN,09/18/2019,40.727532521000064,-73.95140245599998,Greenpoint
223665485,QUEENS,09/18/2019,40.77893900500004,-73.91775627399994,Astoria
630279481,BRONX,09/18/2019,40.81335496400004,-73.925516954,Mott Haven
137226117,QUEENS,09/18/2019,40.70209751400005,-73.82497467199995,Richmond Hill
545243468,MANHATTAN,09/18/2019,40.79397933200005,-73.93844629299997,East Harlem
373723024,BROOKLYN,09/18/2019,40.64944812400006,-73.96307772599994,Flatbush
523301833,BROOKLYN,09/18/2019,40.67527567800005,-73.88632490299993,East New York
293832423,QUEENS,09/18/2019,40.655478945000034,-73.75256173599996,Springfield Gardens
545374130,MANHATTAN,09/18/2019,40.85148777400008,-73.93545796699993,Washington Heights
473193428,BROOKLYN,09/19/2019,40.67414212800003,-73.93620639499993,Crown Heights
539186148,BRONX,09/19/2019,40.87026187300006,-73.83409917899995,Baychester
782260639,BROOKLYN,09/19/2019,40.646018228000045,-73.891156643,Canarsie
975404746,MANHATTAN,09/19/2019,40.74134137300007,-73.97839260899997,Gramercy
790301648,QUEENS,09/19/2019,40.703988335000076,-73.77292894999994,Hollis
270327499,MANHATTAN,09/19/2019,40.77234505200005,-73.95578523999995,Upper East Side
527658597,BRONX,09/19/2019,40.86198236600006,-73.85111870399999,Pelham Gardens
149842952,MANHATTAN,09/19/2019,40.72772827400007,-73.98375844199995,East Village
925691082,BRONX,09/19/2019,40.883382579000056,-73.90233330899997,Kingsbridge
502942830,MANHATTAN,09/20/2019,40.78514404400005,-73.975020106,Upper West Side
157095118,BROOKLYN,09/20/2019,40.627484435000035,-73.92006119699995,Flatlands
635114958,QUEENS,09/20/2019,40.76233421800004,-73.82691730799998,Flushing
125427238,BROOKLYN,09/20/2019,40.64944812400006,-73.96307772599994,Flatbush
746936382,STATEN ISLAND,09/20/2019,40.53167952300004,-74.16884771199994,Annadale
991001817,BROOKLYN,09/20/2019,40.66385494900004,-73.88944784099994,East New York
781002786,MANHATTAN,09/20/2019,40.798260642000045,-73.94286676199994,East Harlem
757024174,QUEENS,09/20/2019,40.757605454000036,-73.87626168199995,East Elmhurst
544367735,QUEENS,09/20/2019,40.74187136200004,-73.78716619599999,Auburndale
355410764,BROOKLYN,09/20/2019,40.58728065400004,-73.953689937,Sheepshead Bay
255632751,MANHATTAN,09/20/2019,40.74430731600006,-73.99021785199994,Flatiron District
804381648,MANHATTAN,09/20/2019,40.755936991000056,-73.992598403,Clinton
378323721,QUEENS,09/20/2019,40.662233214000025,-73.73382250099995,Rosedale
921078499,BRONX,09/20/2019,40.81269913700004,-73.92161973599997,Mott Haven
627830553,BRONX,09/21/2019,40.878305325000035,-73.83706964899994,Baychester
669712356,QUEENS,09/21/2019,40.67725891100008,-73.82604211299997,Ozone Park
770574340,BRONX,09/21/2019,40.82783741300005,-73.915473605,Concourse
235864434,QUEENS,09/22/2019,40.70495479800008,-73.904318731,Ridgewood
706603258,MANHATTAN,09/22/2019,40.79124062300008,-73.94492405899997,East Harlem
145168594,QUEENS,09/22/2019,40.75737941700004,-73.83401937099995,Flushing
636148144,QUEENS,09/22/2019,40.67725891100008,-73.82604211299997,Ozone Park
843125965,BROOKLYN,09/22/2019,40.62483062500007,-73.964672792,Midwood
121291428,BRONX,09/23/2019,40.85795607100005,-73.84097311599999,Pelham Gardens
606787020,BROOKLYN,09/23/2019,40.690551165000045,-73.95533824899995,Bedford Stuyvesant
745938938,BROOKLYN,09/23/2019,40.65020874600003,-73.92873345199997,East Flatbush
128696568,MANHATTAN,09/23/2019,40.80025258300003,-73.94140946199997,East Harlem
824979247,BRONX,09/23/2019,40.827819901000055,-73.92593075599996,Concourse
464456277,MANHATTAN,09/23/2019,40.83294176100002,-73.93543259299997,Washington Heights
626633455,BROOKLYN,09/23/2019,40.672335358000055,-73.87509685899995,East New York
437865899,BRONX,09/23/2019,40.87478355800005,-73.90245080199999,Kingsbridge
937391548,QUEENS,09/24/2019,40.67998073800004,-73.77623390699993,Jamaica
260608840,BROOKLYN,09/24/2019,40.64944812400006,-73.96307772599994,Flatbush
318954145,MANHATTAN,09/24/2019,40.740095421000035,-73.97929155999998,Gramercy
660032890,MANHATTAN,09/24/2019,40.740095421000035,-73.97929155999998,Gramercy
230822049,BRONX,09/24/2019,40.842582556000025,-73.89298909899995,South Bronx
145451508,QUEENS,09/24/2019,40.702482133000046,-73.799922252,Jamaica
546490825,MANHATTAN,09/24/2019,40.767679172000044,-73.99598699899997,Columbus Circle
682589482,STATEN ISLAND,09/24/2019,40.511375949000076,-74.22492368499995,Butler Manor
888574496,MANHATTAN,09/25/2019,40.757346324000025,-73.98018136799993,Midtown
160273980,BROOKLYN,09/25/2019,40.675878152000045,-73.96481519499997,Prospect Heights
530726928,BROOKLYN,09/25/2019,40.674643797000044,-73.95892874899994,Crown Heights
624517017,BROOKLYN,09/25/2019,40.701534786000025,-73.93590969399997,Bushwick
452065269,QUEENS,09/25/2019,40.713681715000064,-73.83901233299997,Forest Hills Gardens
585088358,BROOKLYN,09/25/2019,40.64025996400005,-73.97963962399997,Kensington
556366479,MANHATTAN,09/25/2019,40.80995299600005,-73.96249017999997,Morningside Heights
975211212,MANHATTAN,09/25/2019,40.76140476000006,-73.99967656899997,Clinton
758270223,BROOKLYN,09/25/2019,40.66521910700004,-73.92314834999998,East Flatbush
956204686,MANHATTAN,09/25/2019,40.75276222400004,-73.97811459799993,Midtown
971679171,QUEENS,09/25/2019,40.67676771600002,-73.73898123499998,Laurelton
554761071,BROOKLYN,09/25/2019,40.66368702900007,-73.93577664499998,Wingate
260631167,BROOKLYN,09/26/2019,40.60260317900003,-74.00308766099994,Bath Beach
315191635,BROOKLYN,09/26/2019,40.696549266000034,-73.93908439399995,Bedford Stuyvesant
363182883,BROOKLYN,09/26/2019,40.64944812400006,-73.96307772599994,Flatbush
964486533,MANHATTAN,09/26/2019,40.75609761800007,-73.98109854999996,Midtown
779199070,MANHATTAN,09/26/2019,40.71329439700002,-73.99126126899995,Lower East Side
828330058,BRONX,09/26/2019,40.827819901000055,-73.92593075599996,Concourse
839133180,BRONX,09/26/2019,40.827819901000055,-73.92593075599996,Concourse
624590406,BROOKLYN,09/26/2019,40.66521910700004,-73.92314834999998,East Flatbush
353483452,BRONX,09/26/2019,40.863838685000076,-73.83369220799993,Pelham Gardens
516643289,BROOKLYN,09/26/2019,40.66636295200004,-73.88869391999998,East New York
386893153,QUEENS,09/27/2019,40.762443615000045,-73.78733509899995,Auburndale
685392958,BRONX,09/27/2019,40.88531155300007,-73.89544826099996,Kingsbridge
204912421,QUEENS,09/27/2019,40.65941208000004,-73.74004752699994,Rosedale
291370149,MANHATTAN,09/27/2019,40.72535771500004,-73.99266313199999,NoHo
870771570,STATEN ISLAND,09/27/2019,40.62633832100005,-74.14362127099997,Port Richmond
881008767,MANHATTAN,09/27/2019,40.804384046000045,-73.93742166899995,East Harlem
421898786,BROOKLYN,09/27/2019,40.62966655100007,-73.92412237599996,Flatlands
441320986,QUEENS,09/27/2019,40.76766773700007,-73.86646677999995,East Elmhurst
499927283,MANHATTAN,09/27/2019,40.80213973700006,-73.93906000899995,East Harlem
933071682,QUEENS,09/28/2019,40.68218640100008,-73.83969048299997,Ozone Park
640909121,MANHATTAN,09/28/2019,40.868691507000044,-73.91807914499998,Inwood
713397350,MANHATTAN,09/28/2019,40.75133388600005,-73.99037923699996,Garment District
516943287,BROOKLYN,09/28/2019,40.64702003900004,-73.95812413299996,Flatbush
260911106,BROOKLYN,09/28/2019,40.58716210400007,-73.93552260399997,Sheepshead Bay
458829286,MANHATTAN,09/29/2019,40.764420034000075,-73.98337767199997,Midtown
771629802,MANHATTAN,09/29/2019,40.82965825600007,-73.94438275899995,Hamilton Heights
893867870,STATEN ISLAND,09/29/2019,40.63891522000005,-74.08173173499993,St. George
930826974,BROOKLYN,09/29/2019,40.689198075000036,-73.93778217999993,Bedford Stuyvesant
623971299,BROOKLYN,09/29/2019,40.62617270800007,-73.97461488099998,Ocean Parkway
405953113,MANHATTAN,09/29/2019,40.86336350100004,-73.91731203199998,Inwood
910268315,STATEN ISLAND,09/29/2019,40.59559811900005,-74.07164323999997,Arrochar
711913688,QUEENS,09/30/2019,40.782364545000064,-73.81405730299997,Whitestone
473958191,BROOKLYN,09/30/2019,40.66595383300007,-73.89141248199995,East New York
720943698,MANHATTAN,09/30/2019,40.76263677000002,-73.97316586699995,Midtown
753094454,QUEENS,09/30/2019,40.72890240600003,-73.81931904899994,Kew Gardens Hills
496706257,BRONX,09/30/2019,40.83422740700007,-73.90526031299999,South Bronx
508630802,QUEENS,09/30/2019,40.68909354400005,-73.80659362399997,Jamaica
796980824,MANHATTAN,09/30/2019,40.82931197800008,-73.949376854,Hamilton Heights
125046275,QUEENS,09/30/2019,40.67479054900008,-73.83673045099994,Ozone Park
275240382,QUEENS,09/30/2019,40.78291158900004,-73.79823980299993,Whitestone
585178504,BROOKLYN,09/30/2019,40.61713708800004,-73.95695782899995,Midwood
112290883,MANHATTAN,10/01/2019,40.73755554000007,-74.00482960199997,West Village
646222618,BROOKLYN,10/01/2019,40.62952719500004,-73.92508083799999,Flatlands
849306090,BRONX,10/01/2019,40.83088999300003,-73.82728461999993,Throggs Neck
883738596,BRONX,10/01/2019,40.81646801400007,-73.92217166299997,Mott Haven
142774882,QUEENS,10/01/2019,40.72471118800007,-73.74779132399993,Queens Village
758140804,BRONX,10/01/2019,40.84347397800008,-73.83632729899993,Pelham Bay
253515255,MANHATTAN,10/01/2019,40.79093908200008,-73.97962966299998,Upper West Side
376286063,MANHATTAN,10/01/2019,40.79485288500007,-73.93477971999994,East Harlem
239812779,BRONX,10/01/2019,40.89534182300008,-73.85800320299995,Wakefield
554357688,BRONX,10/01/2019,40.83976812900005,-73.91472118499998,Concourse
406273429,BROOKLYN,10/01/2019,40.686307691000025,-73.98937901699999,Boerum Hill
557237521,MANHATTAN,10/01/2019,40.73388303300004,-74.00542831099993,West Village
839329342,QUEENS,10/01/2019,40.67167020800008,-73.84098829799996,Ozone Park
792784605,BROOKLYN,10/01/2019,40.70993075000007,-73.94608776299998,Williamsburg
743821805,BRONX,10/01/2019,40.83857195500008,-73.91542744099996,Concourse
254932607,QUEENS,10/01/2019,40.695724516000034,-73.90150830399993,Ridgewood
550152408,QUEENS,10/01/2019,40.70004110100007,-73.90698013599996,Ridgewood
925342547,MANHATTAN,10/01/2019,40.743418414000075,-73.99799856299995,Chelsea
789459165,BROOKLYN,10/01/2019,40.66994475600006,-73.95188780799998,Crown Heights
426773620,BROOKLYN,10/01/2019,40.69299968900003,-73.95582703599996,Bedford Stuyvesant
798155418,BRONX,10/01/2019,40.83026481100006,-73.90620546899999,South Bronx
826011258,MANHATTAN,10/01/2019,40.749237881000056,-73.97766461499998,Murray Hill
814163411,QUEENS,10/01/2019,40.75029026400005,-73.77597247699998,Bayside
796136443,BROOKLYN,10/01/2019,40.63036778500003,-73.93054157399997,Flatlands
130812294,MANHATTAN,10/01/2019,40.809859893000066,-73.93764410299997,East Harlem
880475221,BROOKLYN,10/01/2019,40.72060580000005,-73.96142572399998,Williamsburg
433584308,BRONX,10/01/2019,40.841120042000064,-73.89050856099993,South Bronx
865063844,QUEENS,10/01/2019,40.69534518700004,-73.80119863,Jamaica
109650675,BROOKLYN,10/01/2019,40.65220227000003,-73.91028310999997,East Flatbush
881019937,STATEN ISLAND,10/01/2019,40.64472613100002,-74.07748315899995,St. George
389604673,MANHATTAN,10/01/2019,40.777674379000075,-73.95336255899997,Upper East Side
429883122,BROOKLYN,10/01/2019,40.70233066000004,-73.92235900799993,Bushwick
570806338,MANHATTAN,10/01/2019,40.80825463000008,-73.96444178899995,Morningside Heights
710310389,BRONX,10/01/2019,40.81911120000007,-73.90399202399993,Melrose
820139016,QUEENS,10/01/2019,40.60295159100008,-73.74997626099997,Far Rockaway
602020559,QUEENS,10/01/2019,40.72618713000002,-73.73523390399998,Bellerose
330078886,BROOKLYN,10/01/2019,40.66141729700007,-73.94128990899995,Wingate
274423181,MANHATTAN,10/01/2019,40.827115607000046,-73.94803074699999,Hamilton Heights
273522417,BROOKLYN,10/01/2019,40.67968039400005,-73.87014736699997,East New York
682923048,BROOKLYN,10/01/2019,40.67968039400005,-73.87014736699997,East New York
851242117,MANHATTAN,10/01/2019,40.750430768000044,-73.98928217599996,Garment District
185764533,BROOKLYN,10/01/2019,40.67110691100004,-73.88143295699997,East New York
126992954,MANHATTAN,10/01/2019,40.75991354900003,-73.98629182099995,Midtown
383544091,MANHATTAN,10/01/2019,40.796841984000025,-73.93332947899995,East Harlem
555322631,MANHATTAN,10/01/2019,40.746629234000075,-73.97242525499998,Tudor City
427997472,BRONX,10/01/2019,40.816391847000034,-73.89529641399997,Longwood
301417456,BRONX,10/01/2019,40.816391847000034,-73.89529641399997,Longwood
268020544,BRONX,10/02/2019,40.859336192000065,-73.90220955699994,Fordham
987895659,MANHATTAN,10/02/2019,40.74978011300004,-73.98778087399995,Garment District
927029876,BROOKLYN,10/02/2019,40.648650085000035,-73.95033556299995,Flatbush
172154530,MANHATTAN,10/02/2019,40.79409372500004,-73.936810155,East Harlem
676501044,BROOKLYN,10/02/2019,40.61514143000005,-73.99806003399993,Bensonhurst
418190991,BROOKLYN,10/02/2019,40.67828631700007,-73.91079962899995,Ocean Hill
509800800,BRONX,10/02/2019,40.827819901000055,-73.92593075599996,Concourse
219104359,BRONX,10/02/2019,40.87407967200004,-73.83790804599995,Baychester
262022342,BROOKLYN,10/02/2019,40.69022605600002,-73.90729311999998,Bushwick
583397203,BROOKLYN,10/02/2019,40.69022605600002,-73.90729311999998,Bushwick
687942756,QUEENS,10/02/2019,40.702482133000046,-73.799922252,Jamaica
551871568,MANHATTAN,10/02/2019,40.71984877500006,-73.98990037199997,Lower East Side
764859791,BROOKLYN,10/02/2019,40.686088710000035,-73.97538172199995,Fort Greene
638004860,MANHATTAN,10/03/2019,40.81216603900003,-73.94412643699997,Harlem
708758232,BROOKLYN,10/03/2019,40.682420166000036,-73.91849545499997,Bedford Stuyvesant
102245435,BROOKLYN,10/03/2019,40.63418904900004,-73.89503463999995,Canarsie
605442938,MANHATTAN,10/03/2019,40.72025522300004,-74.00709027999993,Tribeca
341158809,QUEENS,10/03/2019,40.75197560600003,-73.86377323599999,Corona
198534993,BRONX,10/03/2019,40.824144257000064,-73.91717287899995,Concourse
203123393,MANHATTAN,10/03/2019,40.77751497500003,-73.98196263899997,Upper West Side
300352420,MANHATTAN,10/04/2019,40.752832668000046,-74.00762792799998,Chelsea
695872336,BROOKLYN,10/04/2019,40.706222013000044,-73.95097435599996,Williamsburg
292946927,MANHATTAN,10/04/2019,40.78076188700004,-73.95257684799998,Upper East Side
136772558,QUEENS,10/04/2019,40.73418602300006,-73.79318776199995,Fresh Meadows
640167320,MANHATTAN,10/04/2019,40.74540379100006,-73.97940900399993,Gramercy
184554724,MANHATTAN,10/04/2019,40.71966705800003,-73.98477772499997,Lower East Side
918814171,BRONX,10/04/2019,40.791151867000046,-73.884371919,Rikers Island
205060513,BRONX,10/04/2019,40.807385126000035,-73.92978972799993,Port Morris
406907022,MANHATTAN,10/04/2019,40.71857549500004,-74.00596096699995,Tribeca
794635155,QUEENS,10/04/2019,40.74521124300003,-73.79445274399995,Auburndale
878022916,BRONX,10/05/2019,40.83570898200002,-73.91510222499993,Concourse
895680454,BRONX,10/05/2019,40.85446885500005,-73.865753908,Morris Park
767780285,BROOKLYN,10/05/2019,40.631898369000055,-73.97474600599996,Kensington
508545056,BROOKLYN,10/05/2019,40.64325503100008,-73.91126445199995,Canarsie
808541836,BRONX,10/05/2019,40.825000207000066,-73.91661537699997,Concourse
199851317,BROOKLYN,10/05/2019,40.63798142400003,-73.93954140499993,East Flatbush
102163840,MANHATTAN,10/06/2019,40.85091567800004,-73.93828516799994,Washington Heights
800995346,BROOKLYN,10/06/2019,40.59382012200007,-73.95035473699994,Homecrest
918512081,BROOKLYN,10/06/2019,40.67828631700007,-73.91079962899995,Ocean Hill
818867406,QUEENS,10/06/2019,40.77498186400004,-73.77306958999998,Bayside
210178748,BROOKLYN,10/06/2019,40.640972850000026,-73.92923335999996,East Flatbush
851115053,MANHATTAN,10/06/2019,40.80225116500004,-73.942242073,East Harlem
361457350,MANHATTAN,10/06/2019,40.75368918700008,-73.97441830899999,Midtown
636483155,QUEENS,10/06/2019,40.74308016800006,-73.95473646099998,Hunters Point
410915172,QUEENS,10/07/2019,40.680048726000045,-73.77590919399995,Rochdale
902605129,BROOKLYN,10/07/2019,40.670655072000045,-73.91339091999998,Brownsville
242539500,QUEENS,10/07/2019,40.598884054000045,-73.82064675099997,Broad Channel
180996085,STATEN ISLAND,10/07/2019,40.544854703000055,-74.17966446799994,Annadale
