Complaint ID,Borough,Complaint Date,Latitude,Longitude,Neighborhood
510694316,BRONX,07/01/2016,40.82310129900002,-73.86969046099993,Soundview
349589655,QUEENS,07/01/2016,40.76930608700008,-73.91550817999997,Astoria
404422114,QUEENS,07/02/2016,40.76233421800004,-73.82691730799998,Flushing
581923554,BRONX,07/29/2016,40.80768820600008,-73.90802536699994,Mott Haven
577768082,MANHATTAN,08/17/2016,40.76946273100003,-73.98831157599994,Columbus Circle
881507062,MANHATTAN,08/18/2016,40.736698070000045,-73.98331602599995,Gramercy
742167698,MANHATTAN,08/22/2016,40.800694331000045,-73.94110928599997,East Harlem
793768979,BROOKLYN,08/23/2016,40.63944347600005,-73.99111600099997,Borough Park
927679461,QUEENS,08/27/2016,40.707447364000075,-73.79214176799998,Jamaica
484892302,BROOKLYN,08/30/2016,40.61459797600002,-73.99959803399997,Bensonhurst
193596287,STATEN ISLAND,09/01/2016,40.600444914000036,-74.11867851199997,Emerson Hill
822882608,BRONX,09/03/2016,40.81706068300008,-73.88570337999995,Hunts Point
